111 -03.85620980 -032.42830672 20
115 -03.85621130 -032.42828032
120 Linear Feature 83
111 -03.85622369 -032.42830825 20
115 -03.85622519 -032.42828184
120 Linear Feature 83
111 -03.85623910 -032.42830933 20
115 -03.85624061 -032.42828293
120 Linear Feature 83
111 -03.85625473 -032.42831129 20
115 -03.85625624 -032.42828489
120 Linear Feature 83
111 -03.85626841 -032.42831282 20
115 -03.85626992 -032.42828641
120 Linear Feature 83
111 -03.85628415 -032.42831517 20
115 -03.85628566 -032.42828877
120 Linear Feature 83
111 -03.85629971 -032.42831644 20
115 -03.85630121 -032.42829004
120 Linear Feature 83
111 -03.85631527 -032.42831789 20
115 -03.85631677 -032.42829149
120 Linear Feature 83
111 -03.85632899 -032.42831925 20
115 -03.85633049 -032.42829285
120 Linear Feature 83
111 -03.85634316 -032.42832031 20
115 -03.85634466 -032.42829390
120 Linear Feature 83
111 -03.85635672 -032.42832107 20
115 -03.85635823 -032.42829466
120 Linear Feature 83
111 -03.85636828 -032.42832220 20
115 -03.85636979 -032.42829579
120 Linear Feature 83
111 -03.85640044 -032.42832421 20
115 -03.85640195 -032.42829781
120 Linear Feature 83
111 -03.85638964 -032.42832371 20
115 -03.85639114 -032.42829730
120 Linear Feature 83
111 -03.85637921 -032.42832308 20
115 -03.85638072 -032.42829667
120 Linear Feature 83
111 -03.85619738 -032.42830516 20
115 -03.85619889 -032.42827875
120 Linear Feature 83
111 -03.85620989 -032.42830672 20
115 -03.85621139 -032.42828032
120 Linear Feature 83
111 -03.85622378 -032.42830825 20
115 -03.85622529 -032.42828184
120 Linear Feature 83
111 -03.85623920 -032.42830934 20
115 -03.85624070 -032.42828293
120 Linear Feature 83
111 -03.85625483 -032.42831129 20
115 -03.85625633 -032.42828489
120 Linear Feature 83
111 -03.85626850 -032.42831282 20
115 -03.85627001 -032.42828641
120 Linear Feature 83
111 -03.85628424 -032.42831517 20
115 -03.85628575 -032.42828877
120 Linear Feature 83
111 -03.85629980 -032.42831644 20
115 -03.85630130 -032.42829004
120 Linear Feature 83
111 -03.85631536 -032.42831789 20
115 -03.85631686 -032.42829149
120 Linear Feature 83
111 -03.85632908 -032.42831925 20
115 -03.85633058 -032.42829285
120 Linear Feature 83
111 -03.85634325 -032.42832031 20
115 -03.85634475 -032.42829390
120 Linear Feature 83
111 -03.85635682 -032.42832107 20
115 -03.85635832 -032.42829466
120 Linear Feature 83
111 -03.85636838 -032.42832220 20
115 -03.85636988 -032.42829579
120 Linear Feature 83
111 -03.85640054 -032.42832421 20
115 -03.85640204 -032.42829781
120 Linear Feature 83
111 -03.85638973 -032.42832371 20
115 -03.85639124 -032.42829730
120 Linear Feature 83
111 -03.85637930 -032.42832308 20
115 -03.85638081 -032.42829667
120 Linear Feature 83
111 -03.85619748 -032.42830511 20
115 -03.85619898 -032.42827870
120 Linear Feature 83
111 -03.85620998 -032.42830668 20
115 -03.85621149 -032.42828027
120 Linear Feature 83
111 -03.85622388 -032.42830820 20
115 -03.85622538 -032.42828179
120 Linear Feature 83
111 -03.85623929 -032.42830929 20
115 -03.85624080 -032.42828288
120 Linear Feature 83
111 -03.85625492 -032.42831125 20
115 -03.85625643 -032.42828484
120 Linear Feature 83
111 -03.85626860 -032.42831277 20
115 -03.85627010 -032.42828636
120 Linear Feature 83
111 -03.85628434 -032.42831512 20
115 -03.85628584 -032.42828872
120 Linear Feature 83
111 -03.85629990 -032.42831639 20
115 -03.85630140 -032.42828999
120 Linear Feature 83
111 -03.85631545 -032.42831785 20
115 -03.85631696 -032.42829144
120 Linear Feature 83
111 -03.85632917 -032.42831921 20
115 -03.85633068 -032.42829280
120 Linear Feature 83
111 -03.85634334 -032.42832026 20
115 -03.85634485 -032.42829385
120 Linear Feature 83
111 -03.85635691 -032.42832102 20
115 -03.85635842 -032.42829461
120 Linear Feature 83
111 -03.85636847 -032.42832215 20
115 -03.85636997 -032.42829574
120 Linear Feature 83
111 -03.85640063 -032.42832417 20
115 -03.85640214 -032.42829776
120 Linear Feature 83
111 -03.85638983 -032.42832366 20
115 -03.85639133 -032.42829725
120 Linear Feature 83
111 -03.85637940 -032.42832303 20
115 -03.85638090 -032.42829663
120 Linear Feature 83
111 -03.85619759 -032.42830513 20
115 -03.85619910 -032.42827872
120 Linear Feature 83
111 -03.85621010 -032.42830670 20
115 -03.85621160 -032.42828029
120 Linear Feature 83
111 -03.85622399 -032.42830822 20
115 -03.85622549 -032.42828181
120 Linear Feature 83
111 -03.85623940 -032.42830931 20
115 -03.85624091 -032.42828290
120 Linear Feature 83
111 -03.85625503 -032.42831127 20
115 -03.85625654 -032.42828486
120 Linear Feature 83
111 -03.85626871 -032.42831279 20
115 -03.85627021 -032.42828638
120 Linear Feature 83
111 -03.85628445 -032.42831515 20
115 -03.85628595 -032.42828874
120 Linear Feature 83
111 -03.85630001 -032.42831642 20
115 -03.85630151 -032.42829001
120 Linear Feature 83
111 -03.85631557 -032.42831787 20
115 -03.85631707 -032.42829146
120 Linear Feature 83
111 -03.85632928 -032.42831923 20
115 -03.85633079 -032.42829282
120 Linear Feature 83
111 -03.85634346 -032.42832028 20
115 -03.85634496 -032.42829388
120 Linear Feature 83
111 -03.85635702 -032.42832104 20
115 -03.85635853 -032.42829463
120 Linear Feature 83
111 -03.85636858 -032.42832217 20
115 -03.85637009 -032.42829576
120 Linear Feature 83
111 -03.85640074 -032.42832419 20
115 -03.85640225 -032.42829778
120 Linear Feature 83
111 -03.85638994 -032.42832368 20
115 -03.85639144 -032.42829727
120 Linear Feature 83
111 -03.85637951 -032.42832306 20
115 -03.85638102 -032.42829665
120 Linear Feature 83
111 -03.85619768 -032.42830512 20
115 -03.85619918 -032.42827870
120 Linear Feature 83
111 -03.85621018 -032.42830668 20
115 -03.85621169 -032.42828027
120 Linear Feature 83
111 -03.85622408 -032.42830821 20
115 -03.85622558 -032.42828179
120 Linear Feature 83
111 -03.85623949 -032.42830929 20
115 -03.85624099 -032.42828288
120 Linear Feature 83
111 -03.85625512 -032.42831125 20
115 -03.85625663 -032.42828484
120 Linear Feature 83
111 -03.85626880 -032.42831278 20
115 -03.85627030 -032.42828636
120 Linear Feature 83
111 -03.85628454 -032.42831513 20
115 -03.85628604 -032.42828872
120 Linear Feature 83
111 -03.85630010 -032.42831640 20
115 -03.85630160 -032.42828999
120 Linear Feature 83
111 -03.85631565 -032.42831785 20
115 -03.85631716 -032.42829144
120 Linear Feature 83
111 -03.85632937 -032.42831921 20
115 -03.85633088 -032.42829280
120 Linear Feature 83
111 -03.85634354 -032.42832027 20
115 -03.85634505 -032.42829386
120 Linear Feature 83
111 -03.85635711 -032.42832103 20
115 -03.85635862 -032.42829461
120 Linear Feature 83
111 -03.85636867 -032.42832216 20
115 -03.85637017 -032.42829575
120 Linear Feature 83
111 -03.85640083 -032.42832417 20
115 -03.85640234 -032.42829776
120 Linear Feature 83
111 -03.85639003 -032.42832367 20
115 -03.85639153 -032.42829726
120 Linear Feature 83
111 -03.85637960 -032.42832304 20
115 -03.85638110 -032.42829663
120 Linear Feature 83
111 -03.85619777 -032.42830512 20
115 -03.85619928 -032.42827871
120 Linear Feature 83
111 -03.85621028 -032.42830669 20
115 -03.85621178 -032.42828028
120 Linear Feature 83
111 -03.85622417 -032.42830821 20
115 -03.85622567 -032.42828180
120 Linear Feature 83
111 -03.85623958 -032.42830930 20
115 -03.85624109 -032.42828289
120 Linear Feature 83
111 -03.85625521 -032.42831126 20
115 -03.85625672 -032.42828485
120 Linear Feature 83
111 -03.85626889 -032.42831278 20
115 -03.85627040 -032.42828637
120 Linear Feature 83
111 -03.85628463 -032.42831514 20
115 -03.85628613 -032.42828873
120 Linear Feature 83
111 -03.85630019 -032.42831641 20
115 -03.85630169 -032.42829000
120 Linear Feature 83
111 -03.85631575 -032.42831786 20
115 -03.85631725 -032.42829145
120 Linear Feature 83
111 -03.85632947 -032.42831922 20
115 -03.85633097 -032.42829281
120 Linear Feature 83
111 -03.85634364 -032.42832028 20
115 -03.85634514 -032.42829387
120 Linear Feature 83
111 -03.85635721 -032.42832103 20
115 -03.85635871 -032.42829462
120 Linear Feature 83
111 -03.85636876 -032.42832217 20
115 -03.85637027 -032.42829576
120 Linear Feature 83
111 -03.85640092 -032.42832418 20
115 -03.85640243 -032.42829777
120 Linear Feature 83
111 -03.85639012 -032.42832368 20
115 -03.85639162 -032.42829727
120 Linear Feature 83
111 -03.85637969 -032.42832305 20
115 -03.85638120 -032.42829664
120 Linear Feature 83
111 -03.85619788 -032.42830515 20
115 -03.85619938 -032.42827873
120 Linear Feature 83
111 -03.85621038 -032.42830671 20
115 -03.85621188 -032.42828030
120 Linear Feature 83
111 -03.85622427 -032.42830824 20
115 -03.85622578 -032.42828182
120 Linear Feature 83
111 -03.85623969 -032.42830933 20
115 -03.85624119 -032.42828291
120 Linear Feature 83
111 -03.85625532 -032.42831128 20
115 -03.85625682 -032.42828487
120 Linear Feature 83
111 -03.85626899 -032.42831281 20
115 -03.85627050 -032.42828639
120 Linear Feature 83
111 -03.85628473 -032.42831516 20
115 -03.85628624 -032.42828875
120 Linear Feature 83
111 -03.85630029 -032.42831643 20
115 -03.85630180 -032.42829002
120 Linear Feature 83
111 -03.85631585 -032.42831788 20
115 -03.85631735 -032.42829147
120 Linear Feature 83
111 -03.85632957 -032.42831924 20
115 -03.85633107 -032.42829283
120 Linear Feature 83
111 -03.85634374 -032.42832030 20
115 -03.85634524 -032.42829389
120 Linear Feature 83
111 -03.85635731 -032.42832106 20
115 -03.85635881 -032.42829464
120 Linear Feature 83
111 -03.85636887 -032.42832219 20
115 -03.85637037 -032.42829578
120 Linear Feature 83
111 -03.85640103 -032.42832421 20
115 -03.85640253 -032.42829779
120 Linear Feature 83
111 -03.85639022 -032.42832370 20
115 -03.85639173 -032.42829729
120 Linear Feature 83
111 -03.85637980 -032.42832307 20
115 -03.85638130 -032.42829666
120 Linear Feature 83
111 -03.85619797 -032.42830515 20
115 -03.85619947 -032.42827873
120 Linear Feature 83
111 -03.85621047 -032.42830671 20
115 -03.85621197 -032.42828030
120 Linear Feature 83
111 -03.85622437 -032.42830824 20
115 -03.85622587 -032.42828182
120 Linear Feature 83
111 -03.85623978 -032.42830933 20
115 -03.85624128 -032.42828291
120 Linear Feature 83
111 -03.85625541 -032.42831128 20
115 -03.85625691 -032.42828487
120 Linear Feature 83
111 -03.85626909 -032.42831281 20
115 -03.85627059 -032.42828639
120 Linear Feature 83
111 -03.85628482 -032.42831516 20
115 -03.85628633 -032.42828875
120 Linear Feature 83
111 -03.85630038 -032.42831643 20
115 -03.85630189 -032.42829002
120 Linear Feature 83
111 -03.85631594 -032.42831788 20
115 -03.85631745 -032.42829147
120 Linear Feature 83
111 -03.85632966 -032.42831924 20
115 -03.85633116 -032.42829283
120 Linear Feature 83
111 -03.85634383 -032.42832030 20
115 -03.85634533 -032.42829389
120 Linear Feature 83
111 -03.85635740 -032.42832106 20
115 -03.85635890 -032.42829464
120 Linear Feature 83
111 -03.85636896 -032.42832219 20
115 -03.85637046 -032.42829578
120 Linear Feature 83
111 -03.85640112 -032.42832421 20
115 -03.85640262 -032.42829779
120 Linear Feature 83
111 -03.85639032 -032.42832370 20
115 -03.85639182 -032.42829729
120 Linear Feature 83
111 -03.85637989 -032.42832307 20
115 -03.85638139 -032.42829666
120 Linear Feature 83
111 -03.85619806 -032.42830515 20
115 -03.85619956 -032.42827873
120 Linear Feature 83
111 -03.85621056 -032.42830672 20
115 -03.85621207 -032.42828030
120 Linear Feature 83
111 -03.85622446 -032.42830824 20
115 -03.85622596 -032.42828182
120 Linear Feature 83
111 -03.85623987 -032.42830933 20
115 -03.85624137 -032.42828291
120 Linear Feature 83
111 -03.85625550 -032.42831128 20
115 -03.85625700 -032.42828487
120 Linear Feature 83
111 -03.85626918 -032.42831281 20
115 -03.85627068 -032.42828639
120 Linear Feature 83
111 -03.85628492 -032.42831517 20
115 -03.85628642 -032.42828875
120 Linear Feature 83
111 -03.85630047 -032.42831643 20
115 -03.85630198 -032.42829002
120 Linear Feature 83
111 -03.85631603 -032.42831788 20
115 -03.85631754 -032.42829147
120 Linear Feature 83
111 -03.85632975 -032.42831924 20
115 -03.85633126 -032.42829283
120 Linear Feature 83
111 -03.85634392 -032.42832030 20
115 -03.85634543 -032.42829389
120 Linear Feature 83
111 -03.85635749 -032.42832106 20
115 -03.85635899 -032.42829464
120 Linear Feature 83
111 -03.85636905 -032.42832219 20
115 -03.85637055 -032.42829578
120 Linear Feature 83
111 -03.85640121 -032.42832421 20
115 -03.85640271 -032.42829779
120 Linear Feature 83
111 -03.85639041 -032.42832370 20
115 -03.85639191 -032.42829729
120 Linear Feature 83
111 -03.85637998 -032.42832307 20
115 -03.85638148 -032.42829666
120 Linear Feature 83
111 -03.85617917 -032.42848879 20
115 -03.85618067 -032.42846242
120 Linear Feature 83
111 -03.85619168 -032.42849036 20
115 -03.85619318 -032.42846399
120 Linear Feature 83
111 -03.85620557 -032.42849188 20
115 -03.85620707 -032.42846551
120 Linear Feature 83
111 -03.85622098 -032.42849297 20
115 -03.85622249 -032.42846660
120 Linear Feature 83
111 -03.85623661 -032.42849493 20
115 -03.85623812 -032.42846856
120 Linear Feature 83
111 -03.85625029 -032.42849645 20
115 -03.85625179 -032.42847008
120 Linear Feature 83
111 -03.85626603 -032.42849881 20
115 -03.85626753 -032.42847244
120 Linear Feature 83
111 -03.85628159 -032.42850008 20
115 -03.85628309 -032.42847371
120 Linear Feature 83
111 -03.85629715 -032.42850153 20
115 -03.85629865 -032.42847516
120 Linear Feature 83
111 -03.85631087 -032.42850289 20
115 -03.85631237 -032.42847652
120 Linear Feature 83
111 -03.85632504 -032.42850395 20
115 -03.85632654 -032.42847757
120 Linear Feature 83
111 -03.85633860 -032.42850470 20
115 -03.85634011 -032.42847833
120 Linear Feature 83
111 -03.85635016 -032.42850583 20
115 -03.85635166 -032.42847946
120 Linear Feature 83
111 -03.85638232 -032.42850785 20
115 -03.85638383 -032.42848148
120 Linear Feature 83
111 -03.85637152 -032.42850735 20
115 -03.85637302 -032.42848097
120 Linear Feature 83
111 -03.85636109 -032.42850672 20
115 -03.85636259 -032.42848034
120 Linear Feature 83
111 -03.85617928 -032.42848881 20
115 -03.85618078 -032.42846244
120 Linear Feature 83
111 -03.85619179 -032.42849038 20
115 -03.85619329 -032.42846401
120 Linear Feature 83
111 -03.85620568 -032.42849190 20
115 -03.85620718 -032.42846553
120 Linear Feature 83
111 -03.85622110 -032.42849299 20
115 -03.85622260 -032.42846662
120 Linear Feature 83
111 -03.85623673 -032.42849495 20
115 -03.85623823 -032.42846858
120 Linear Feature 83
111 -03.85625040 -032.42849647 20
115 -03.85625190 -032.42847010
120 Linear Feature 83
111 -03.85626614 -032.42849883 20
115 -03.85626764 -032.42847246
120 Linear Feature 83
111 -03.85628170 -032.42850010 20
115 -03.85628320 -032.42847373
120 Linear Feature 83
111 -03.85629726 -032.42850155 20
115 -03.85629876 -032.42847518
120 Linear Feature 83
111 -03.85631098 -032.42850291 20
115 -03.85631248 -032.42847654
120 Linear Feature 83
111 -03.85632515 -032.42850397 20
115 -03.85632665 -032.42847759
120 Linear Feature 83
111 -03.85633872 -032.42850472 20
115 -03.85634022 -032.42847835
120 Linear Feature 83
111 -03.85635027 -032.42850586 20
115 -03.85635178 -032.42847948
120 Linear Feature 83
111 -03.85638244 -032.42850787 20
115 -03.85638394 -032.42848150
120 Linear Feature 83
111 -03.85637163 -032.42850737 20
115 -03.85637313 -032.42848099
120 Linear Feature 83
111 -03.85636120 -032.42850674 20
115 -03.85636271 -032.42848036
120 Linear Feature 83
111 -03.85617937 -032.42848880 20
115 -03.85618087 -032.42846242
120 Linear Feature 83
111 -03.85619188 -032.42849037 20
115 -03.85619338 -032.42846399
120 Linear Feature 83
111 -03.85620577 -032.42849189 20
115 -03.85620727 -032.42846551
120 Linear Feature 83
111 -03.85622118 -032.42849298 20
115 -03.85622269 -032.42846660
120 Linear Feature 83
111 -03.85623681 -032.42849493 20
115 -03.85623832 -032.42846856
120 Linear Feature 83
111 -03.85625049 -032.42849646 20
115 -03.85625199 -032.42847008
120 Linear Feature 83
111 -03.85626623 -032.42849881 20
115 -03.85626773 -032.42847244
120 Linear Feature 83
111 -03.85628179 -032.42850008 20
115 -03.85628329 -032.42847371
120 Linear Feature 83
111 -03.85629735 -032.42850153 20
115 -03.85629885 -032.42847516
120 Linear Feature 83
111 -03.85631106 -032.42850289 20
115 -03.85631257 -032.42847652
120 Linear Feature 83
111 -03.85632524 -032.42850395 20
115 -03.85632674 -032.42847758
120 Linear Feature 83
111 -03.85633880 -032.42850471 20
115 -03.85634031 -032.42847833
120 Linear Feature 83
111 -03.85635036 -032.42850584 20
115 -03.85635186 -032.42847947
120 Linear Feature 83
111 -03.85638252 -032.42850785 20
115 -03.85638403 -032.42848148
120 Linear Feature 83
111 -03.85637172 -032.42850735 20
115 -03.85637322 -032.42848098
120 Linear Feature 83
111 -03.85636129 -032.42850672 20
115 -03.85636279 -032.42848035
120 Linear Feature 83
111 -03.85617946 -032.42848881 20
115 -03.85618097 -032.42846243
120 Linear Feature 83
111 -03.85619197 -032.42849037 20
115 -03.85619347 -032.42846400
120 Linear Feature 83
111 -03.85620586 -032.42849190 20
115 -03.85620736 -032.42846552
120 Linear Feature 83
111 -03.85622128 -032.42849298 20
115 -03.85622278 -032.42846661
120 Linear Feature 83
111 -03.85623691 -032.42849494 20
115 -03.85623841 -032.42846857
120 Linear Feature 83
111 -03.85625058 -032.42849647 20
115 -03.85625208 -032.42847009
120 Linear Feature 83
111 -03.85626632 -032.42849882 20
115 -03.85626782 -032.42847245
120 Linear Feature 83
111 -03.85628188 -032.42850009 20
115 -03.85628338 -032.42847372
120 Linear Feature 83
111 -03.85629744 -032.42850154 20
115 -03.85629894 -032.42847517
120 Linear Feature 83
111 -03.85631116 -032.42850290 20
115 -03.85631266 -032.42847653
120 Linear Feature 83
111 -03.85632533 -032.42850396 20
115 -03.85632683 -032.42847759
120 Linear Feature 83
111 -03.85633890 -032.42850472 20
115 -03.85634040 -032.42847834
120 Linear Feature 83
111 -03.85635045 -032.42850585 20
115 -03.85635196 -032.42847947
120 Linear Feature 83
111 -03.85638262 -032.42850786 20
115 -03.85638412 -032.42848149
120 Linear Feature 83
111 -03.85637181 -032.42850736 20
115 -03.85637331 -032.42848099
120 Linear Feature 83
111 -03.85636138 -032.42850673 20
115 -03.85636289 -032.42848036
120 Linear Feature 83
111 -03.85617957 -032.42848883 20
115 -03.85618107 -032.42846245
120 Linear Feature 83
111 -03.85619207 -032.42849040 20
115 -03.85619357 -032.42846402
120 Linear Feature 83
111 -03.85620597 -032.42849192 20
115 -03.85620747 -032.42846554
120 Linear Feature 83
111 -03.85622138 -032.42849301 20
115 -03.85622288 -032.42846663
120 Linear Feature 83
111 -03.85623701 -032.42849497 20
115 -03.85623851 -032.42846859
120 Linear Feature 83
111 -03.85625069 -032.42849649 20
115 -03.85625219 -032.42847011
120 Linear Feature 83
111 -03.85626642 -032.42849885 20
115 -03.85626793 -032.42847247
120 Linear Feature 83
111 -03.85628198 -032.42850012 20
115 -03.85628349 -032.42847374
120 Linear Feature 83
111 -03.85629754 -032.42850157 20
115 -03.85629904 -032.42847519
120 Linear Feature 83
111 -03.85631126 -032.42850293 20
115 -03.85631276 -032.42847655
120 Linear Feature 83
111 -03.85632543 -032.42850398 20
115 -03.85632693 -032.42847761
120 Linear Feature 83
111 -03.85633900 -032.42850474 20
115 -03.85634050 -032.42847836
120 Linear Feature 83
111 -03.85635056 -032.42850587 20
115 -03.85635206 -032.42847950
120 Linear Feature 83
111 -03.85638272 -032.42850789 20
115 -03.85638422 -032.42848151
120 Linear Feature 83
111 -03.85637192 -032.42850738 20
115 -03.85637342 -032.42848101
120 Linear Feature 83
111 -03.85636149 -032.42850675 20
115 -03.85636299 -032.42848038
120 Linear Feature 83
111 -03.85617966 -032.42848883 20
115 -03.85618116 -032.42846245
120 Linear Feature 83
111 -03.85619216 -032.42849040 20
115 -03.85619367 -032.42846402
120 Linear Feature 83
111 -03.85620606 -032.42849192 20
115 -03.85620756 -032.42846554
120 Linear Feature 83
111 -03.85622147 -032.42849301 20
115 -03.85622297 -032.42846663
120 Linear Feature 83
111 -03.85623710 -032.42849497 20
115 -03.85623860 -032.42846859
120 Linear Feature 83
111 -03.85625078 -032.42849649 20
115 -03.85625228 -032.42847011
120 Linear Feature 83
111 -03.85626652 -032.42849885 20
115 -03.85626802 -032.42847247
120 Linear Feature 83
111 -03.85628208 -032.42850012 20
115 -03.85628358 -032.42847374
120 Linear Feature 83
111 -03.85629763 -032.42850157 20
115 -03.85629914 -032.42847519
120 Linear Feature 83
111 -03.85631135 -032.42850293 20
115 -03.85631285 -032.42847655
120 Linear Feature 83
111 -03.85632552 -032.42850398 20
115 -03.85632703 -032.42847761
120 Linear Feature 83
111 -03.85633909 -032.42850474 20
115 -03.85634059 -032.42847836
120 Linear Feature 83
111 -03.85635065 -032.42850587 20
115 -03.85635215 -032.42847950
120 Linear Feature 83
111 -03.85638281 -032.42850789 20
115 -03.85638431 -032.42848151
120 Linear Feature 83
111 -03.85637201 -032.42850738 20
115 -03.85637351 -032.42848101
120 Linear Feature 83
111 -03.85636158 -032.42850676 20
115 -03.85636308 -032.42848038
120 Linear Feature 83
111 -03.85617975 -032.42848883 20
115 -03.85618125 -032.42846245
120 Linear Feature 83
111 -03.85619225 -032.42849040 20
115 -03.85619376 -032.42846402
120 Linear Feature 83
111 -03.85620615 -032.42849192 20
115 -03.85620765 -032.42846554
120 Linear Feature 83
111 -03.85622156 -032.42849301 20
115 -03.85622306 -032.42846663
120 Linear Feature 83
111 -03.85623719 -032.42849497 20
115 -03.85623869 -032.42846859
120 Linear Feature 83
111 -03.85625087 -032.42849649 20
115 -03.85625237 -032.42847011
120 Linear Feature 83
111 -03.85626661 -032.42849885 20
115 -03.85626811 -032.42847247
120 Linear Feature 83
111 -03.85628217 -032.42850012 20
115 -03.85628367 -032.42847374
120 Linear Feature 83
111 -03.85629772 -032.42850157 20
115 -03.85629923 -032.42847519
120 Linear Feature 83
111 -03.85631144 -032.42850293 20
115 -03.85631295 -032.42847655
120 Linear Feature 83
111 -03.85632561 -032.42850398 20
115 -03.85632712 -032.42847761
120 Linear Feature 83
111 -03.85633918 -032.42850474 20
115 -03.85634069 -032.42847836
120 Linear Feature 83
111 -03.85635074 -032.42850587 20
115 -03.85635224 -032.42847950
120 Linear Feature 83
111 -03.85638290 -032.42850789 20
115 -03.85638440 -032.42848151
120 Linear Feature 83
111 -03.85637210 -032.42850739 20
115 -03.85637360 -032.42848101
120 Linear Feature 83
111 -03.85636167 -032.42850676 20
115 -03.85636317 -032.42848038
120 Linear Feature 83
111 -03.85617986 -032.42848888 20
115 -03.85618136 -032.42846250
120 Linear Feature 83
111 -03.85619237 -032.42849045 20
115 -03.85619387 -032.42846407
120 Linear Feature 83
111 -03.85620626 -032.42849197 20
115 -03.85620776 -032.42846559
120 Linear Feature 83
111 -03.85622167 -032.42849306 20
115 -03.85622318 -032.42846668
120 Linear Feature 83
111 -03.85623731 -032.42849502 20
115 -03.85623881 -032.42846864
120 Linear Feature 83
111 -03.85625098 -032.42849654 20
115 -03.85625248 -032.42847016
120 Linear Feature 83
111 -03.85626672 -032.42849890 20
115 -03.85626822 -032.42847252
120 Linear Feature 83
111 -03.85628228 -032.42850017 20
115 -03.85628378 -032.42847379
120 Linear Feature 83
111 -03.85629784 -032.42850162 20
115 -03.85629934 -032.42847524
120 Linear Feature 83
111 -03.85631156 -032.42850298 20
115 -03.85631306 -032.42847660
120 Linear Feature 83
111 -03.85632573 -032.42850403 20
115 -03.85632723 -032.42847765
120 Linear Feature 83
111 -03.85633930 -032.42850479 20
115 -03.85634080 -032.42847841
120 Linear Feature 83
111 -03.85635085 -032.42850592 20
115 -03.85635236 -032.42847954
120 Linear Feature 83
111 -03.85638302 -032.42850794 20
115 -03.85638452 -032.42848156
120 Linear Feature 83
111 -03.85637221 -032.42850743 20
115 -03.85637371 -032.42848105
120 Linear Feature 83
111 -03.85636178 -032.42850680 20
115 -03.85636329 -032.42848042
120 Linear Feature 83
111 -03.85617997 -032.42848890 20
115 -03.85618148 -032.42846252
120 Linear Feature 83
111 -03.85619248 -032.42849047 20
115 -03.85619398 -032.42846409
120 Linear Feature 83
111 -03.85620637 -032.42849199 20
115 -03.85620788 -032.42846561
120 Linear Feature 83
111 -03.85622178 -032.42849308 20
115 -03.85622329 -032.42846670
120 Linear Feature 83
111 -03.85623742 -032.42849504 20
115 -03.85623892 -032.42846866
120 Linear Feature 83
111 -03.85625109 -032.42849656 20
115 -03.85625260 -032.42847018
120 Linear Feature 83
111 -03.85626683 -032.42849892 20
115 -03.85626834 -032.42847254
120 Linear Feature 83
111 -03.85628239 -032.42850019 20
115 -03.85628389 -032.42847381
120 Linear Feature 83
111 -03.85629795 -032.42850164 20
115 -03.85629945 -032.42847526
120 Linear Feature 83
111 -03.85631167 -032.42850300 20
115 -03.85631317 -032.42847662
120 Linear Feature 83
111 -03.85632584 -032.42850406 20
115 -03.85632734 -032.42847768
120 Linear Feature 83
111 -03.85633941 -032.42850481 20
115 -03.85634091 -032.42847843
120 Linear Feature 83
111 -03.85635096 -032.42850594 20
115 -03.85635247 -032.42847956
120 Linear Feature 83
111 -03.85638313 -032.42850796 20
115 -03.85638463 -032.42848158
120 Linear Feature 83
111 -03.85637232 -032.42850746 20
115 -03.85637382 -032.42848108
120 Linear Feature 83
111 -03.85636189 -032.42850683 20
115 -03.85636340 -032.42848044
120 Linear Feature 83
111 -03.85618006 -032.42848889 20
115 -03.85618157 -032.42846250
120 Linear Feature 83
111 -03.85619257 -032.42849045 20
115 -03.85619407 -032.42846407
120 Linear Feature 83
111 -03.85620646 -032.42849198 20
115 -03.85620796 -032.42846559
120 Linear Feature 83
111 -03.85622187 -032.42849306 20
115 -03.85622338 -032.42846668
120 Linear Feature 83
111 -03.85623750 -032.42849502 20
115 -03.85623901 -032.42846864
120 Linear Feature 83
111 -03.85625118 -032.42849655 20
115 -03.85625268 -032.42847016
120 Linear Feature 83
111 -03.85626692 -032.42849890 20
115 -03.85626842 -032.42847252
120 Linear Feature 83
111 -03.85628248 -032.42850017 20
115 -03.85628398 -032.42847379
120 Linear Feature 83
111 -03.85629804 -032.42850162 20
115 -03.85629954 -032.42847524
120 Linear Feature 83
111 -03.85631176 -032.42850298 20
115 -03.85631326 -032.42847660
120 Linear Feature 83
111 -03.85632593 -032.42850404 20
115 -03.85632743 -032.42847766
120 Linear Feature 83
111 -03.85633949 -032.42850480 20
115 -03.85634100 -032.42847841
120 Linear Feature 83
111 -03.85635105 -032.42850593 20
115 -03.85635256 -032.42847955
120 Linear Feature 83
111 -03.85638321 -032.42850794 20
115 -03.85638472 -032.42848156
120 Linear Feature 83
111 -03.85637241 -032.42850744 20
115 -03.85637391 -032.42848106
120 Linear Feature 83
111 -03.85636198 -032.42850681 20
115 -03.85636349 -032.42848043
120 Linear Feature 83
111 -03.85618016 -032.42848890 20
115 -03.85618166 -032.42846251
120 Linear Feature 83
111 -03.85619266 -032.42849046 20
115 -03.85619416 -032.42846408
120 Linear Feature 83
111 -03.85620655 -032.42849199 20
115 -03.85620806 -032.42846560
120 Linear Feature 83
111 -03.85622197 -032.42849307 20
115 -03.85622347 -032.42846669
120 Linear Feature 83
111 -03.85623760 -032.42849503 20
115 -03.85623910 -032.42846865
120 Linear Feature 83
111 -03.85625127 -032.42849655 20
115 -03.85625278 -032.42847017
120 Linear Feature 83
111 -03.85626701 -032.42849891 20
115 -03.85626852 -032.42847253
120 Linear Feature 83
111 -03.85628257 -032.42850018 20
115 -03.85628407 -032.42847380
120 Linear Feature 83
